household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
130108010100203040,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,40,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,2. NO,2,1,2,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,8. PRIVATE MONEYLENDERS,,3. NOVEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,1. YES,4. DECEMBER,5. JANUARY,6. FEBRUARY,12,5,0,2. NO,,,,2. NO,,,,4000,0. NONE,2000,1500,250,500,0. NONE,2. NO,,2. NO,,2. NO,,10,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,
130108010100203052,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,52,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,9. OTHER (SPECIFY),Market,1,,1. YES,,1,2,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,10. OTHER (SPECIFY),kerasu ekub dersot,5. JANUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,1. YES,7. MARCH,9. MAY,8. APRIL,12,25,0,2. NO,,,,2. NO,,,,10000,0. NONE,2000,2000,250,3500,300,1. YES,0. NONE,1. YES,14000,2. NO,,10,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,93. GOVERNMENT - RESTRICTIVE LAWS AND REGULATIONS,"101. SAFETY - CRIMINALITY, THEFT AND LAWLESSNESS",
130108010100203052,2,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,52,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,1,2,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,3. NOVEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,9. MAY,10. JUNE,11. JULY,6,22,0,2. NO,,,,2. NO,,,,1540,0. NONE,500,300,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,5,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,131. TAXATION - HIGH TAXES,
130108010100203064,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,64,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,1991,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,1. YES,5. JANUARY,8. APRIL,9. MAY,11,26,0,2. NO,,,,2. NO,,,,9000,0. NONE,20000,0. NONE,600,1000,1000,1. YES,12000,1. YES,12000,1. YES,20000,30,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,121. REGISTRATION & PERMITS - TIME AND COST OF REGISTERING ENTERPRISE,131. TAXATION - HIGH TAXES,
130108010100203088,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,88,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,1,2,1. AGRICULTURAL INCOME,,,5. JANUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,2. NO,,,,12,26,0,2. NO,,,,1. YES,2,,,4000,0. NONE,2800,0. NONE,640,3000,500,1. YES,0. NONE,2. NO,,1. YES,1200,40,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
130108010100203124,2,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,124,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,1,2,8. PRIVATE MONEYLENDERS,,,5. JANUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,1. YES,4. DECEMBER,3. NOVEMBER,2. OCTOBER,11,5,0,2. NO,,,,2. NO,,,,2500,0. NONE,1200,0. NONE,200,0. NONE,50,2. NO,,2. NO,,2. NO,,30,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,93. GOVERNMENT - RESTRICTIVE LAWS AND REGULATIONS,
130108010100203136,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,136,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,2. NO,2,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,1999,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,11,25,0,2. NO,,,,2. NO,,,,6000,0. NONE,3000,0. NONE,300,1000,500,1. YES,5000,2. NO,,2. NO,,25,121. REGISTRATION & PERMITS - TIME AND COST OF REGISTERING ENTERPRISE,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,131. TAXATION - HIGH TAXES,
130108010100203148,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,148,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,6,20,0,2. NO,,,,2. NO,,,,2500,0. NONE,900,0. NONE,150,600,200,2. NO,,2. NO,,2. NO,,25,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,121. REGISTRATION & PERMITS - TIME AND COST OF REGISTERING ENTERPRISE,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,
130108010100203160,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,160,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,2. NO,2,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,11,6,0,2. NO,,,,2. NO,,,,0,0. NONE,1500,2000,150,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,15,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,,
130108010100301006,1,130108010100301,128.2769639065818,13. HARAR,01,08,1,1,003,01,6,2. URBAN,Livestock trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,5. JANUARY,1990,3. TRADERS,2. MARKET,,2. NO,,,,12,8,0,2. NO,,,,2. NO,,,,20,0. NONE,10000,0. NONE,250,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,122. REGISTRATION & PERMITS - TIME AND COST OF OBTAINING ENTERPRISE PERMIT,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,,
130108010100301034,1,130108010100301,128.2769639065818,13. HARAR,01,08,1,1,003,01,34,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,9. OTHER (SPECIFY),In other region,1,,2. NO,1,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,10. JUNE,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,6,30,0,2. NO,,,,1. YES,3,,,15000,0. NONE,5000,0. NONE,200,1000,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,15,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,
130108010100301048,1,130108010100301,128.2769639065818,13. HARAR,01,08,1,1,003,01,48,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2001,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,6,0,2. NO,,,,2. NO,,,,5000,0. NONE,2500,500,150,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,123. REGISTRATION & PERMITS - COMPLICATED ENTERPRISE REGISTRATION AND PERMIT REGULATIONS,122. REGISTRATION & PERMITS - TIME AND COST OF OBTAINING ENTERPRISE PERMIT,,
130108010100301062,1,130108010100301,128.2769639065818,13. HARAR,01,08,1,1,003,01,62,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,2. OCTOBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,15000,0. NONE,5000,1400,50,0. NONE,200,2. NO,,2. NO,,2. NO,,20,121. REGISTRATION & PERMITS - TIME AND COST OF REGISTERING ENTERPRISE,122. REGISTRATION & PERMITS - TIME AND COST OF OBTAINING ENTERPRISE PERMIT,,
130108010100301118,1,130108010100301,128.2769639065818,13. HARAR,01,08,1,1,003,01,118,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,2,1. AGRICULTURAL INCOME,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,6. FEBRUARY,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,8000,0. NONE,500,0. NONE,0. NONE,800,500,1. YES,300,1. YES,400,2. NO,,30,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,91. GOVERNEMET - CORRUPTION,,
130108010100317008,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,8,2. URBAN,Supermarket,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,5. SALE OF ASSETS,,,2. OCTOBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,4500,0. NONE,5800,0. NONE,60,800,120,1. YES,0. NONE,1. YES,6700,2. NO,,30,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,131. TAXATION - HIGH TAXES,
130108010100317028,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,28,2. URBAN,Supermarket,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,1,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,3,,,5000,0. NONE,8000,0. NONE,280,0. NONE,0. NONE,1. YES,0. NONE,1. YES,3900,2. NO,,50,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,131. TAXATION - HIGH TAXES,
130108010100317048,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,48,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,1,1. YES,,2,1,3. WAGE OR SALARY INCOME,,,10. JUNE,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,2000,0. NONE,5000,0. NONE,120,0. NONE,150,1. YES,0. NONE,1. YES,2300,2. NO,,35,63. TRANSPORT - COST,131. TAXATION - HIGH TAXES,62. TRANSPORT ROAD - QUALITY,
130108010100317108,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,108,2. URBAN,Selling vegetables,45. WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,1. SEPTEMBER,2006,3. TRADERS,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,12,26,2,2. NO,,,,2. NO,,,,12500,2400,25000,0. NONE,3500,6800,500,1. YES,0. NONE,1. YES,14800,2. NO,,100,63. TRANSPORT - COST,131. TAXATION - HIGH TAXES,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
130108010100317128,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,128,2. URBAN,Bajaj Operator and owner,96. OTHER PERSONAL SERVICE ACTIVITIES,,9. OTHER (SPECIFY),Road,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2006,7. OTHER (SPECIFY),,"everyone, including customers",2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,5200,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,3450,2. NO,,1. YES,2700,2. NO,,80,141. NONE,,,
130108010100317138,1,130108010100317,96.34021164021163,13. HARAR,01,08,1,1,003,17,138,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,2,8. PRIVATE MONEYLENDERS,,,1. SEPTEMBER,2005,2. MARKET,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,2,,,4000,0. NONE,25000,0. NONE,1500,3500,500,1. YES,0. NONE,1. YES,7500,2. NO,,70,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,131. TAXATION - HIGH TAXES,
130109010100303024,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,24,2. URBAN,Bakery and breakfast house,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,3. NOVEMBER,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,2000,0. NONE,1000,100,30,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,,
130109010100303039,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,39,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,4. DECEMBER,1996,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,4,0,2. NO,,,,2. NO,,,,4000,0. NONE,0. NONE,2500,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,63. TRANSPORT - COST,,
130109010100303129,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,129,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,8. APRIL,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,7,30,0,2. NO,,,,2. NO,,,,1500,0. NONE,1000,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,60,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
130109010100303144,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,144,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,12. AUGUST,2000,2. MARKET,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,5000,0. NONE,4000,0. NONE,200,1000,0. NONE,2. NO,,2. NO,,2. NO,,60,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,,,
130109010100303174,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,174,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2001,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,0,0. NONE,1000,0. NONE,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,
130109010100303189,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,189,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,3. NOVEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,300,0. NONE,0. NONE,0. NONE,300,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,76. DON'T KNOW WHERE OR HOW TO GET A LOAN,,,
130109010100303219,1,130109010100303,105.4848039215686,13. HARAR,01,09,1,1,003,03,219,2. URBAN,Producing and selling Enjera,10. MANUFACTURE OF FOOD PRODUCTS,,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,3. WAGE OR SALARY INCOME,,,7. MARCH,1990,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,4500,0. NONE,1000,0. NONE,30,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,76. DON'T KNOW WHERE OR HOW TO GET A LOAN,,,
140101010100114206,1,140101010100114,1515.426633165829,14. ADDIS ABABA,01,01,1,1,001,14,206,2. URBAN,Craftsman,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,5. SALE OF ASSETS,,,3. NOVEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,7. MARCH,,,3,500,0,2. NO,,,,2. NO,,,,500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
140101010100114222,1,140101010100114,1515.426633165829,14. ADDIS ABABA,01,01,1,1,001,14,222,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,2. OCTOBER,1999,2. MARKET,,,2. NO,,,,11,26,0,2. NO,,,,2. NO,,,,2000,0. NONE,500,100,0. NONE,250,0. NONE,2. NO,,2. NO,,2. NO,,80,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,,
140101010100114238,1,140101010100114,1515.426633165829,14. ADDIS ABABA,01,01,1,1,001,14,238,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,6. FEBRUARY,2005,3. TRADERS,,,2. NO,,,,11,24,0,2. NO,,,,2. NO,,,,5000,0. NONE,1500,500,200,160,0. NONE,2. NO,,2. NO,,2. NO,,60,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,,
140104010100403013,1,140104010100403,1485.7109360519,14. ADDIS ABABA,01,04,1,1,004,03,13,2. URBAN,Car washing,96. OTHER PERSONAL SERVICE ACTIVITIES,,5. ROADSIDE,,1,,1. YES,,1,,10. OTHER (SPECIFY),,menesha capital yelegnm,4. DECEMBER,2000,7. OTHER (SPECIFY),,lerase/for myself,2. NO,,,,12,15,0,2. NO,,,,2. NO,,,,1500,500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,33. WATER - COST,,,
140104010100403039,1,140104010100403,1485.7109360519,14. ADDIS ABABA,01,04,1,1,004,03,39,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,10. OTHER (SPECIFY),,areb hager heda beserachiw,3. NOVEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,1500,0. NONE,500,0. NONE,10,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,80,61. TRANSPORT ROAD - ACCESS,102. SAFETY - CONFLICTS AND SOCIAL FRICTION,,
140104010100403117,1,140104010100403,1485.7109360519,14. ADDIS ABABA,01,04,1,1,004,03,117,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,11. JULY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,11,15,0,2. NO,,,,2. NO,,,,100,0. NONE,200,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,61. TRANSPORT ROAD - ACCESS,,,
140104010100403169,1,140104010100403,1485.7109360519,14. ADDIS ABABA,01,04,1,1,004,03,169,2. URBAN,Beauty salon,96. OTHER PERSONAL SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,7. MARCH,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,12,7,0,2. NO,,,,2. NO,,,,1000,0. NONE,0. NONE,1000,300,2000,0. NONE,1. YES,500,1. YES,1500,2. NO,,100,13. ELECTRICITY - COST,,,
140107010100712011,1,140107010100712,1337.20989010989,14. ADDIS ABABA,01,07,1,1,007,12,11,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,1,1. YES,,2,1,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,3. NOVEMBER,1980,3. TRADERS,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,0. NONE,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,
140107010100712048,2,140107010100712,1337.20989010989,14. ADDIS ABABA,01,07,1,1,007,12,48,2. URBAN,Coffee house,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,10,26,0,2. NO,,,,1. YES,2,,,2000,0. NONE,500,600,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
140107010100712113,1,140107010100712,1337.20989010989,14. ADDIS ABABA,01,07,1,1,007,12,113,2. URBAN,Producing materials from clay and selling,32. OTHER MANUFACTURING,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES","2. HOME, OUTSIDE RESIDENCE",,3,1,1. YES,,1,3,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,1. SEPTEMBER,1980,2. MARKET,,,2. NO,,,,12,15,0,2. NO,,,,1. YES,1,3,,4000,0. NONE,0. NONE,0. NONE,60,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,63. TRANSPORT - COST,,,
140107010100712139,1,140107010100712,1337.20989010989,14. ADDIS ABABA,01,07,1,1,007,12,139,2. URBAN,Weaving and boutique,14. MANUFACTURE OF WEARING APPAREL,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,1. SEPTEMBER,1990,3. TRADERS,,,2. NO,,,,12,6,0,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,1000,20,0. NONE,0. NONE,1. YES,200,2. NO,,2. NO,,100,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,,
140107010100712204,1,140107010100712,1337.20989010989,14. ADDIS ABABA,01,07,1,1,007,12,204,2. URBAN,Selling fruits  and vegetables,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,4. DECEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,4000,0. NONE,4000,0. NONE,6000,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,140. OTHER (SPECIFY),,lack of enough working place
