ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
150101010100420,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100431,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100511,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100524,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100538,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100550,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100607,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100620,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100712,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100726,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100807,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100822,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100912,2. URBAN,15. DIRE DAWA,01,01,1,1,009,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010101001,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010101013,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010101026,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010110304,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010110317,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101088800302,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,1. YES,áˆ›áˆ½áˆ‹,8,,,2,3,,1. Too Much,2. Right time,3. Too Late,1. YES,,2. NO,,4. Other (Specify),áˆ›á‹³á‰ áˆªá‹« áŠ á‹­áŒ á‰€áˆ™áˆ,1. Government,,1. Government,,2. NO,1. YES,2. NO,3. Other (Specify),á‹¨á•áˆ‹áˆµá‰²áŠ­ áŠ¨áˆ¨áŒ¢á‰µ(áˆ›á‹³á‰ áˆªá‹«),3. About the Same Number,,2. Less,,3. About the Same Number,,3. About the Same Number,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,4. Better,
150101088800501,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. YES,menderin,,,,,,,2. The Right Amount,3. Too Late,3. Too Late,1. YES,,1. YES,320,4. Other (Specify),Yemitekemut yetefetro madaberiya new,1. Government,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,1. More,,1. More,,3. About the Same Number,,5. Much Better,,4. Better,,5. Much Better,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,3. About the Same,,2. Worse,,4. Better,
150101088801007,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,1. YES,06_02,8,9,,2,3,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,30,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,"9. Not Applicable, explain",ayshetum,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
150101088801401,1. RURAL,15. DIRE DAWA,01,01,8,88,014,01,1. YES,06_02,8,6,,4,3,,3. Too Late,3. Too Late,3. Too Late,1. YES,,1. YES,105,2. Private,,2. Private,,2. Private,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,
150101088801705,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,1. YES,"06,02,",8,,,3,,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,200,3. Union,,3. Union,,4. Other (Specify),yelam,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,"9. Not Applicable, explain",yelam,1. Much Worse,,1. Much Worse,,1. Much Worse,,9. Not Applicable,yelam,9. Not Applicable,La gabare bidir yelam,2. Worse,,1. Much Worse,,1. Much Worse,,4. Better,
150101088802010,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,1. YES,"06,02,24,12,71,72",8,,,4,,,2. The Right Amount,2. Right time,1. Very early,1. YES,,1. YES,260,2. Private,,2. Private,,4. Other (Specify),Yalam,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,"9. Not Applicable, explain",Akrabi yelam,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,4. Better,,"9. Not Applicable, explain",Akrabi yelam,3. About the Same,,2. Worse,,2. Worse,,9. Not Applicable,Akirbot yelam,9. Not Applicable,Ya bidir akirbot yelam,2. Worse,,2. Worse,,2. Worse,,3. About the Same,
150101088802301,1. RURAL,15. DIRE DAWA,01,01,8,88,023,01,1. YES,áˆ›áˆ½áˆ‹,8,9,,3,4,,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,1. Much Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,
150101088802507,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,1. YES,"06,02,72",7,8,,3,4,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,120,2. Private,,2. Private,,4. Other (Specify),akrabi yelam,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,1. Much Worse,,4. Better,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,2. Worse,,3. About the Same,
150101088802704,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,1. YES,06,8,9,,3,4,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),aytekemum,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,
150101088803105,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,1. YES,0602,8,,,3,,,3. Too Late,2. Right time,1. Very early,1. YES,,2. NO,,2. Private,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
150101088803404,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,1. YES,0602,8,,,4,,,3. Too Late,1. Very early,1. Very early,1. YES,,1. YES,190,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
150101088803701,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,1. YES,0602,7,,,4,,,3. Too Late,3. Too Late,2. Right time,1. YES,,1. YES,320,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,3. About the Same,
